1; 1; 1; 363
1; 1; 2; 33666
1; 1; 3; 24021
1; 1; 4; 7617
1; 1; 5; 6340
1; 1; 6; 4823
1; 1; 7; 4949
1; 1; 8; 4774
1; 1; 9; 31267
1; 1; 10; 21967
1; 1; 11; 4746
1; 1; 12; 5063
1; 1; 13; 19836
1; 1; 14; 4767
1; 1; 15; 603
1; 1; 16; 4950
1; 1; 17; 3140
1; 1; 18; 5542
1; 1; 19; 31661
1; 1; 20; 31663
1; 1; 21; 26241
1; 1; 22; 34458
1; 1; 23; 6315
1; 1; 24; 4935
1; 1; 25; 4910
1; 1; 26; 2949
1; 1; 27; 4987
1; 1; 28; 17201
1; 1; 29; 4992
1; 1; 30; 4988
1; 1; 31; 5407
1; 1; 32; 34910
1; 1; 33; 26079
1; 1; 34; 5010
1; 1; 35; 18
1; 1; 36; 29730
1; 1; 37; 6809
1; 1; 38; 1732
1; 1; 39; 5017
1; 1; 40; 4978
1; 1; 41; 6224
1; 1; 42; 4763
1; 1; 43; 5006
1; 1; 44; 27613
1; 1; 45; 24162
1; 1; 46; 2539
1; 1; 47; 31898
1; 1; 48; 7211
1; 1; 49; 7953
1; 1; 50; 24120
1; 1; 51; 33211
1; 1; 52; 34219
1; 1; 53; 4752
1; 1; 54; 2300
1; 1; 55; 4804
1; 1; 56; 30370
1; 1; 57; 5555
1; 1; 58; 2306
1; 1; 59; 7740
1; 1; 60; 5166
1; 1; 61; 1663
1; 1; 62; 29266
1; 1; 63; 5636
1; 1; 64; 8413
1; 1; 65; 5080
1; 1; 66; 4815
1; 1; 67; 32560
1; 1; 68; 7357
1; 1; 69; 24306
1; 1; 70; 7370
1; 1; 71; 24528
1; 1; 72; 562
1; 1; 73; 1934
1; 1; 74; 33947
1; 1; 75; 26046
1; 1; 76; 7730
1; 1; 77; 34650
1; 1; 78; 23726
1; 1; 79; 5229
1; 1; 80; 8234
1; 1; 81; 32300
1; 1; 82; 1583
1; 1; 83; 7472
1; 1; 84; 20453
1; 1; 85; 20457
1; 1; 86; 26401
1; 1; 87; 28007
1; 1; 88; 1335
1; 1; 89; 34288
1; 1; 90; 34582
1; 1; 91; 4926
1; 1; 92; 0
1; 1; 93; 3223
1; 1; 94; 4878
1; 1; 95; 1303
1; 1; 96; 5473
1; 1; 97; 23880
1; 1; 98; 23990
1; 1; 99; 7083
1; 1; 100; 8971
1; 1; 101; 2483
1; 1; 102; 29975
1; 1; 103; 5792
1; 1; 104; 16673
1; 1; 105; 24705
1; 1; 106; 3045
1; 1; 107; 1590
1; 1; 108; 34504
1; 1; 109; 1603
1; 1; 110; 33070
1; 1; 111; 18720
1; 1; 112; 14927
1; 1; 113; 33951
1; 1; 114; 27561
1; 1; 115; 16062
1; 1; 116; 33
1; 1; 117; 5296
1; 1; 118; 24042
1; 1; 119; 26558
1; 1; 120; 2511
1; 1; 121; 2346
1; 1; 122; 6428
1; 1; 123; 34611
1; 1; 124; 29892
1; 1; 125; 33071
1; 1; 126; 121
1; 1; 127; 4576
1; 1; 128; 31025
1; 1; 129; 1337
1; 1; 130; 1068
1; 1; 131; 688
1; 1; 132; 1041
1; 1; 133; 778
1; 1; 134; 3141
1; 1; 135; 22147
1; 1; 136; 8331
1; 1; 137; 1280
1; 1; 138; 29893
1; 1; 139; 5036
1; 1; 140; 1312
1; 1; 141; 5882
1; 1; 142; 6828
1; 1; 143; 30812
1; 1; 144; 27700
1; 1; 145; 5878
1; 1; 146; 996
1; 1; 147; 15074
1; 1; 148; 6771
1; 1; 149; 24043
1; 1; 150; 29032
1; 1; 151; 1212
1; 1; 152; 27965
1; 1; 153; 3219
1; 1; 154; 28784
1; 1; 155; 30026
1; 1; 156; 22704
1; 1; 157; 5209
1; 1; 158; 25213
1; 1; 159; 7492
1; 1; 160; 0
1; 2; 1; 34762
1; 2; 2; 0
1; 2; 3; 919
1; 2; 4; 34909
1; 2; 5; 4088
1; 2; 6; 23106
1; 2; 7; 1246
1; 2; 8; 31156
1; 2; 9; 1268
1; 2; 10; 18006
1; 2; 11; 29839
1; 2; 12; 22771
1; 2; 13; 1255
1; 2; 14; 7646
1; 2; 15; 812
1; 2; 16; 2741
1; 2; 17; 8584
1; 2; 18; 1378
1; 2; 19; 7772
1; 2; 20; 0
1; 3; 1; 33346
1; 3; 2; 2699
1; 3; 3; 5139
1; 3; 4; 7424
1; 3; 5; 960
