1; 1; 1; 33666
1; 1; 2; 31663
1; 1; 3; 2191
1; 1; 4; 2188
1; 1; 5; 7357
1; 1; 6; 24306
1; 1; 7; 7359
1; 1; 8; 7355
1; 1; 9; 31661
1; 1; 10; 31658
1; 1; 11; 0
1; 2; 1; 23728
1; 2; 2; 7308
1; 2; 3; 7740
1; 2; 4; 2306
1; 2; 5; 26079
1; 2; 6; 4763
1; 2; 7; 18
1; 2; 8; 7953
1; 2; 9; 24120
1; 2; 10; 6587
1; 2; 11; 31025
1; 2; 12; 1189
1; 2; 13; 4333
1; 2; 14; 6527
1; 2; 15; 26373
1; 2; 16; 4357
1; 2; 17; 17957
1; 2; 18; 26317
1; 2; 19; 30863
1; 2; 20; 31833
1; 2; 21; 1063
1; 2; 22; 5762
1; 2; 23; 23862
1; 2; 24; 21839
1; 2; 25; 25586
1; 2; 26; 950
1; 2; 27; 19770
1; 2; 28; 8409
1; 2; 29; 24163
1; 2; 30; 945
1; 2; 31; 1139
1; 2; 32; 25505
1; 2; 33; 24164
1; 2; 34; 3115
1; 2; 35; 34331
1; 2; 36; 26763
1; 2; 37; 5185
1; 2; 38; 846
1; 2; 39; 984
1; 2; 40; 24590
1; 2; 41; 1526
1; 2; 42; 949
1; 2; 43; 6813
1; 2; 44; 4881
1; 2; 45; 32950
1; 2; 46; 7472
1; 2; 47; 25584
1; 2; 48; 31608
1; 2; 49; 34374
1; 2; 50; 141
1; 2; 51; 31507
1; 2; 52; 2652
1; 2; 53; 4153
1; 2; 54; 18283
1; 2; 55; 1178
1; 2; 56; 28022
1; 2; 57; 34684
1; 2; 58; 753
1; 2; 59; 1331
1; 2; 60; 1179
1; 2; 61; 4736
1; 2; 62; 1230
1; 2; 63; 1584
1; 2; 64; 4319
1; 2; 65; 33002
1; 2; 66; 3330
1; 2; 67; 2241
1; 2; 68; 1638
1; 2; 69; 1599
1; 2; 70; 885
1; 2; 71; 28702
1; 2; 72; 5344
1; 2; 73; 3322
1; 2; 74; 18720
1; 2; 75; 23160
1; 2; 76; 143
1; 2; 77; 6895
1; 2; 78; 1228
1; 2; 79; 16661
